"R0000100","R0173600","R0214700","R0214800","T3200700","T3212900","T3976200","T4045802"
6692,12,3,2,-5,-5,-5,-5
6693,14,1,2,7,16,1,426500
6694,14,1,2,11,14,0,-10000
6695,12,3,2,-5,-5,-5,-5
6696,9,3,1,-5,-5,-5,-5
6697,10,2,1,1,12,1,-3
6698,10,2,1,-5,-5,-5,-5
6699,12,3,2,-5,-5,-5,-5
6700,9,3,1,-5,-5,-5,-5
6701,9,3,1,-5,-5,-5,-5
6702,10,2,1,-5,-5,-5,-5
6703,13,2,2,2,16,1,-3
6704,14,1,2,9,7,0,0
6705,11,1,1,6,12,0,239600
6706,11,1,1,7,14,1,934288
6707,13,2,2,7,16,1,981328
6708,13,2,2,7,20,1,538500
6709,13,2,2,2,12,0,7500
6710,10,2,1,10,12,0,3000
6711,14,1,2,-5,-5,-5,-5
6712,14,1,2,-5,-5,-5,-5
6713,11,1,1,11,15,1,0
6714,12,3,2,-5,-5,-5,-5
6715,14,1,2,-5,-5,-5,-5
6716,10,2,1,-5,-5,-5,-5
6717,10,2,1,2,12,0,0
6718,13,2,2,2,11,0,0
6719,10,2,1,2,11,1,0
6720,13,2,2,9,12,0,4050
6721,10,2,1,-5,-5,-5,-5
6722,13,2,2,-5,-5,-5,-5
6723,10,2,1,-5,-5,-5,-5
6724,10,2,1,1,13,1,-2500
6725,14,1,2,7,12,1,0
6726,14,1,2,-5,-5,-5,-5
6727,14,1,2,7,17,1,39200
6728,10,2,1,-5,-5,-5,-5
6729,10,2,1,10,12,1,81000
6730,13,2,2,-5,-5,-5,-5
6731,13,2,2,-5,-5,-5,-5
6732,10,2,1,-5,-5,-5,-5
6733,10,2,1,-5,-5,-5,-5
6734,13,2,2,7,18,0,9000
6735,10,2,1,-5,-5,-5,-5
6736,10,2,1,9,18,0,3000
6737,14,1,2,-5,-5,-5,-5
6738,14,1,2,7,12,0,-3
6739,11,1,1,7,9,0,56500
6740,14,1,2,7,9,0,0
6741,14,1,2,11,12,0,0
6742,14,1,2,10,11,0,2000
6743,11,1,1,-5,-5,-5,-5
6744,14,1,2,-5,-5,-5,-5
6745,14,1,2,11,13,0,49000
6746,10,2,1,9,12,1,0
6747,13,2,2,-5,-5,-5,-5
6748,10,2,1,-5,-5,-5,-5
6749,13,2,2,-5,-5,-5,-5
6750,13,2,2,-5,-5,-5,-5
6751,10,2,1,10,16,1,446929
6752,13,2,2,7,12,1,2980
6753,13,2,2,-5,-5,-5,-5
6754,13,2,2,-5,-5,-5,-5
6755,13,2,2,-5,-5,-5,-5
6756,13,2,2,2,13,0,1800
6757,13,2,2,-5,-5,-5,-5
6758,13,2,2,1,14,0,-3
6759,10,2,1,2,10,1,-3
6760,10,2,1,2,12,0,60026
6761,13,2,2,2,10,0,0
6762,10,2,1,-5,-5,-5,-5
6763,14,1,2,-5,-5,-5,-5
6764,11,1,1,12,11,0,-3
6765,14,1,2,7,12,1,4050
6766,12,3,2,-5,-5,-5,-5
6767,12,3,2,-5,-5,-5,-5
6768,11,1,1,-5,-5,-5,-5
6769,10,2,1,2,15,1,-3
6770,10,2,1,11,11,1,-67400
6771,10,2,1,-5,-5,-5,-5
6772,14,1,2,7,8,0,0
6773,14,1,2,7,10,0,0
6774,14,1,2,7,14,0,-22500
6775,11,1,1,7,10,1,0
6776,11,1,1,12,18,1,752600
6777,14,1,2,-5,-5,-5,-5
6778,11,1,1,-5,-5,-5,-5
6779,10,2,1,11,12,1,-500
6780,14,1,2,9,10,1,0
6781,10,2,1,-5,-5,-5,-5
6782,9,3,1,-5,-5,-5,-5
6783,14,1,2,3,15,0,201000
6784,11,1,1,-5,-5,-5,-5
6785,11,1,1,11,9,1,-3
6786,11,1,1,7,10,0,0
6787,14,1,2,11,9,0,-3
6788,14,1,2,7,9,0,3400
6789,11,1,1,7,12,0,-109000
6790,11,1,1,7,11,1,9500
6791,11,1,1,-5,-5,-5,-5
6792,11,1,1,7,12,1,87000
6793,14,1,2,-5,-5,-5,-5
6794,11,1,1,-5,-5,-5,-5
6795,11,1,1,10,14,1,14800
6796,11,1,1,11,12,1,77700
6797,14,1,2,-5,-5,-5,-5
6798,14,1,2,-5,-5,-5,-5
6799,10,2,1,2,12,1,25000
6800,11,1,1,7,12,1,-3
6801,11,1,1,10,14,1,39000
6802,10,2,1,9,16,0,6000
6803,11,1,1,7,13,1,252000
6804,13,2,2,7,6,0,6700
6805,11,1,1,10,14,1,657000
6806,11,1,1,7,9,0,63000
6807,14,1,2,7,12,1,13200
6808,11,1,1,11,12,0,23000
6809,11,1,1,-5,-5,-5,-5
6810,14,1,2,-5,-5,-5,-5
6811,11,1,1,-5,-5,-5,-5
6812,14,1,2,7,14,0,15000
6813,10,2,1,-5,-5,-5,-5
6814,13,2,2,-5,-5,-5,-5
6815,11,1,1,7,16,0,100
6816,14,1,2,7,16,0,1203009
6817,14,1,2,7,18,1,52729
6818,14,1,2,7,13,1,178500
6819,10,2,1,7,12,0,-8100
6820,14,1,2,-5,-5,-5,-5
6821,9,3,1,-5,-5,-5,-5
6822,12,3,2,-5,-5,-5,-5
6823,14,1,2,7,12,1,-3
6824,11,1,1,-5,-5,-5,-5
6825,14,1,2,10,10,1,-3
6826,14,1,2,7,20,1,-3
6827,9,3,1,-5,-5,-5,-5
6828,14,1,2,-5,-5,-5,-5
6829,14,1,2,2,16,0,-3
6830,12,3,2,-5,-5,-5,-5
6831,12,3,2,-5,-5,-5,-5
6832,14,1,2,-5,-5,-5,-5
6833,10,2,1,-5,-5,-5,-5
6834,10,2,1,-5,-5,-5,-5
6835,14,1,2,7,14,1,53887
6836,11,1,1,7,14,1,3749941
6837,10,2,1,9,12,1,-1000
6838,10,2,1,9,12,1,22905
6839,13,2,2,7,18,1,-10000
6840,10,2,1,7,12,1,62000
6841,10,2,1,-5,-5,-5,-5
6842,13,2,2,2,19,0,-3
6843,10,2,1,2,19,1,637300
6844,10,2,1,-5,-5,-5,-5
6845,13,2,2,9,12,0,113800
6846,10,2,1,1,11,1,0
6847,13,2,2,-5,-5,-5,-5
6848,14,1,2,7,20,1,-146375
6849,10,2,1,2,14,0,0
6850,10,2,1,-5,-5,-5,-5
6851,10,2,1,-5,-5,-5,-5
6852,13,2,2,12,15,1,482500
6853,10,2,1,5,18,1,318000
6854,13,2,2,2,12,1,126200
6855,13,2,2,2,16,0,73000
6856,14,1,2,7,11,1,0
6857,11,1,1,-5,-5,-5,-5
6858,13,2,2,1,10,0,8100
6859,10,2,1,9,14,1,-5000
6860,10,2,1,10,12,0,15500
6861,10,2,1,9,13,0,-3
6862,13,2,2,12,16,0,145000
6863,10,2,1,9,12,1,36625
6864,10,2,1,-5,-5,-5,-5
6865,10,2,1,2,11,0,0
6866,13,2,2,2,11,0,74000
6867,10,2,1,10,13,0,-50374
6868,10,2,1,12,12,1,-93000
6869,13,2,2,-5,-5,-5,-5
6870,13,2,2,-5,-5,-5,-5
6871,10,2,1,-5,-5,-5,-5
6872,10,2,1,2,12,1,6000
6873,10,2,1,3,12,0,19000
6874,12,3,2,-5,-5,-5,-5
6875,14,1,2,-5,-5,-5,-5
6876,13,2,2,11,16,0,202000
6877,14,1,2,-5,-5,-5,-5
6878,10,2,1,2,12,0,110000
6879,13,2,2,11,16,1,500
6880,14,1,2,7,17,1,46000
6881,13,2,2,11,14,0,144000
6882,10,2,1,11,12,1,184600
6883,10,2,1,-5,-5,-5,-5
6884,11,1,1,7,12,1,30100
6885,14,1,2,7,12,0,200
6886,11,1,1,11,14,1,-12000
6887,14,1,2,-5,-5,-5,-5
6888,11,1,1,11,10,1,232000
6889,11,1,1,11,14,1,505900
6890,14,1,2,-5,-5,-5,-5
6891,14,1,2,7,12,1,-244444
6892,11,1,1,7,12,0,261000
6893,14,1,2,7,12,1,289500
6894,10,2,1,7,12,1,583429
6895,13,2,2,-5,-5,-5,-5
6896,10,2,1,2,16,0,15000
6897,10,2,1,5,12,0,593000
6898,10,2,1,2,12,0,1200
6899,10,2,1,-5,-5,-5,-5
6900,10,2,1,-5,-5,-5,-5
6901,13,2,2,2,13,0,10
6902,10,2,1,2,12,0,0
6903,10,2,1,-5,-5,-5,-5
6904,10,2,1,-5,-5,-5,-5
6905,13,2,2,2,12,0,0
6906,10,2,1,2,12,0,100000
6907,10,2,1,2,12,0,-3
6908,10,2,1,2,13,1,70400
6909,10,2,1,2,13,1,-3
6910,11,1,1,10,12,1,0
6911,11,1,1,10,12,0,4900
6912,10,2,1,2,16,0,-29500
6913,13,2,2,11,16,0,-64400
6914,10,2,1,2,16,0,370000
6915,14,1,2,11,16,1,28500
6916,12,3,2,-5,-5,-5,-5
6917,12,3,2,-5,-5,-5,-5
6918,9,3,1,-5,-5,-5,-5
6919,12,3,2,-5,-5,-5,-5
6920,12,3,2,-5,-5,-5,-5
6921,12,3,2,-5,-5,-5,-5
6922,9,3,1,-5,-5,-5,-5
6923,12,3,2,-5,-5,-5,-5
6924,9,3,1,-5,-5,-5,-5
6925,12,3,2,-5,-5,-5,-5
6926,9,3,1,-5,-5,-5,-5
6927,9,3,1,-5,-5,-5,-5
6928,9,3,1,-5,-5,-5,-5
6929,12,3,2,-5,-5,-5,-5
6930,14,1,2,7,14,0,-7300
6931,14,1,2,7,12,1,2150
6932,13,2,2,2,12,0,-3
6933,13,2,2,-5,-5,-5,-5
6934,13,2,2,-5,-5,-5,-5
6935,9,3,1,-5,-5,-5,-5
6936,12,3,2,-5,-5,-5,-5
6937,12,3,2,-5,-5,-5,-5
6938,11,1,1,7,12,1,322800
6939,14,1,2,7,12,1,3749941
6940,14,1,2,7,12,1,-3
6941,11,1,1,7,12,0,1500
6942,11,1,1,7,12,1,339000
6943,12,3,2,-5,-5,-5,-5
6944,12,3,2,-5,-5,-5,-5
6945,12,3,2,-5,-5,-5,-5
6946,10,2,1,-5,-5,-5,-5
6947,10,2,1,6,12,0,0
6948,13,2,2,2,12,1,-3
6949,13,2,2,9,12,0,0
6950,13,2,2,10,11,0,-3
6951,14,1,2,-5,-5,-5,-5
6952,13,2,2,2,14,0,35000
6953,13,2,2,2,13,1,7500
6954,11,1,1,-5,-5,-5,-5
6955,11,1,1,7,12,1,201636
6956,12,3,2,-5,-5,-5,-5
6957,13,2,2,-5,-5,-5,-5
6958,11,1,1,7,12,1,-3
6959,11,1,1,7,14,0,-43000
6960,11,1,1,7,11,1,39400
6961,10,2,1,-5,-5,-5,-5
6962,13,2,2,2,11,0,-55000
6963,12,3,2,-5,-5,-5,-5
6964,10,2,1,9,9,1,-3
6965,12,3,2,-5,-5,-5,-5
6966,13,2,2,2,11,1,0
6967,13,2,2,2,11,0,0
6968,13,2,2,11,14,0,43000
6969,10,2,1,2,12,1,841
6970,13,2,2,9,12,0,97500
6971,13,2,2,2,14,1,-7400
6972,10,2,1,7,12,1,-3
6973,12,3,2,-5,-5,-5,-5
6974,9,3,1,-5,-5,-5,-5
6975,9,3,1,-5,-5,-5,-5
6976,12,3,2,-5,-5,-5,-5
6977,12,3,2,-5,-5,-5,-5
6978,12,3,2,-5,-5,-5,-5
6979,12,3,2,-5,-5,-5,-5
6980,12,3,2,-5,-5,-5,-5
6981,12,3,2,-5,-5,-5,-5
6982,12,3,2,-5,-5,-5,-5
6983,12,3,2,-5,-5,-5,-5
6984,12,3,2,-5,-5,-5,-5
6985,12,3,2,-5,-5,-5,-5
6986,12,3,2,-5,-5,-5,-5
6987,9,3,1,-5,-5,-5,-5
6988,10,2,1,10,15,1,19000
6989,13,2,2,9,12,1,1600
6990,13,2,2,9,12,1,56000
6991,10,2,1,9,12,0,3800
6992,13,2,2,-5,-5,-5,-5
6993,10,2,1,-5,-5,-5,-5
6994,13,2,2,9,12,0,1900
6995,13,2,2,2,9,0,121
6996,10,2,1,7,18,1,137500
6997,13,2,2,7,12,1,0
6998,10,2,1,4,16,1,69229
6999,13,2,2,4,16,1,117500
7000,13,2,2,-5,-5,-5,-5
7001,9,3,1,-5,-5,-5,-5
7002,13,2,2,9,14,0,-3
7003,10,2,1,11,12,1,-7070
7004,10,2,1,-5,-5,-5,-5
7005,13,2,2,2,12,0,20000
7006,12,3,2,-5,-5,-5,-5
7007,9,3,1,-5,-5,-5,-5
7008,10,2,1,5,12,0,-30000
7009,10,2,1,2,12,0,61000
7010,10,2,1,-1,12,0,47000
7011,9,3,1,-5,-5,-5,-5
7012,12,3,2,-5,-5,-5,-5
7013,9,3,1,-5,-5,-5,-5
7014,9,3,1,-5,-5,-5,-5
7015,12,3,2,-5,-5,-5,-5
7016,12,3,2,-5,-5,-5,-5
7017,12,3,2,-5,-5,-5,-5
7018,11,1,1,10,11,1,0
7019,12,3,2,-5,-5,-5,-5
7020,12,3,2,-5,-5,-5,-5
7021,12,3,2,-5,-5,-5,-5
7022,12,3,2,-5,-5,-5,-5
7023,9,3,1,-5,-5,-5,-5
7024,12,3,2,-5,-5,-5,-5
7025,11,1,1,7,12,1,366500
7026,9,3,1,-5,-5,-5,-5
7027,9,3,1,-5,-5,-5,-5
7028,12,3,2,-5,-5,-5,-5
7029,9,3,1,-5,-5,-5,-5
7030,12,3,2,-5,-5,-5,-5
7031,12,3,2,-5,-5,-5,-5
7032,12,3,2,-5,-5,-5,-5
7033,9,3,1,-5,-5,-5,-5
7034,12,3,2,-5,-5,-5,-5
7035,9,3,1,-5,-5,-5,-5
7036,12,3,2,-5,-5,-5,-5
7037,9,3,1,-5,-5,-5,-5
7038,12,3,2,-5,-5,-5,-5
7039,12,3,2,-5,-5,-5,-5
7040,12,3,2,-5,-5,-5,-5
7041,9,3,1,-5,-5,-5,-5
7042,12,3,2,-5,-5,-5,-5
7043,9,3,1,-5,-5,-5,-5
7044,9,3,1,-5,-5,-5,-5
7045,12,3,2,-5,-5,-5,-5
7046,14,1,2,7,11,1,57400
7047,11,1,1,-5,-5,-5,-5
7048,14,1,2,9,16,1,143000
7049,14,1,2,11,12,0,33000
7050,14,1,2,7,12,1,14400
7051,12,3,2,-5,-5,-5,-5
7052,12,3,2,-5,-5,-5,-5
7053,12,3,2,-5,-5,-5,-5
7054,14,1,2,4,14,0,504500
7055,12,3,2,-5,-5,-5,-5
7056,9,3,1,-5,-5,-5,-5
7057,9,3,1,-5,-5,-5,-5
7058,12,3,2,-5,-5,-5,-5
7059,9,3,1,-5,-5,-5,-5
7060,9,3,1,-5,-5,-5,-5
7061,9,3,1,-5,-5,-5,-5
7062,9,3,1,-5,-5,-5,-5
7063,9,3,1,-5,-5,-5,-5
7064,13,2,2,9,12,1,50
7065,13,2,2,9,12,0,-3
7066,14,1,2,7,12,0,450
7067,13,2,2,-5,-5,-5,-5
7068,10,2,1,11,12,0,-6049
7069,10,2,1,2,14,0,21150
7070,10,2,1,2,13,0,27500
7071,10,2,1,2,12,1,0
7072,10,2,1,2,12,0,23900
7073,13,2,2,2,14,0,-40275
7074,13,2,2,2,16,0,50
7075,13,2,2,2,16,1,-3
7076,10,2,1,2,16,1,7000
7077,13,2,2,9,12,0,15500
7078,10,2,1,10,12,0,6000
7079,10,2,1,2,12,1,-9000
7080,10,2,1,2,16,1,-3
7081,13,2,2,2,16,1,223400
7082,10,2,1,2,14,0,111600
7083,10,2,1,9,12,0,0
7084,13,2,2,2,16,0,-3
7085,13,2,2,2,12,1,-3
7086,13,2,2,2,16,0,-3
7087,10,2,1,2,12,1,27000
7088,13,2,2,-5,-5,-5,-5
7089,13,2,2,1,12,1,14000
7090,10,2,1,-5,-5,-5,-5
7091,10,2,1,-5,-5,-5,-5
7092,13,2,2,2,20,0,7000
7093,10,2,1,9,14,1,-7000
7094,13,2,2,2,12,0,46700
7095,13,2,2,2,13,1,6400
7096,13,2,2,2,12,1,1000
7097,13,2,2,12,14,0,-3000
7098,12,3,2,-5,-5,-5,-5
7099,10,2,1,1,18,1,2024288
7100,10,2,1,-5,-5,-5,-5
7101,10,2,1,11,12,0,78300
7102,13,2,2,5,18,0,35400
7103,10,2,1,11,17,1,-3
7104,10,2,1,12,16,1,380000
7105,13,2,2,-5,-5,-5,-5
7106,13,2,2,-5,-5,-5,-5
7107,13,2,2,3,15,1,311350
7108,9,3,1,-5,-5,-5,-5
7109,9,3,1,-5,-5,-5,-5
7110,9,3,1,-5,-5,-5,-5
7111,12,3,2,-5,-5,-5,-5
7112,9,3,1,-5,-5,-5,-5
7113,10,2,1,10,11,1,-5000
7114,10,2,1,2,13,1,18500
7115,13,2,2,2,12,1,2200
7116,13,2,2,7,16,0,172000
7117,10,2,1,-5,-5,-5,-5
7118,13,2,2,9,13,0,-3
7119,10,2,1,11,20,1,-3
7120,13,2,2,-5,-5,-5,-5
7121,10,2,1,11,16,1,933245
7122,10,2,1,-5,-5,-5,-5
7123,13,2,2,5,12,1,-2000
7124,13,2,2,9,12,0,-3
7125,10,2,1,2,12,1,24700
7126,13,2,2,2,12,0,-3
7127,13,2,2,2,11,0,18700
7128,13,2,2,2,12,1,136672
7129,10,2,1,-5,-5,-5,-5
7130,13,2,2,2,13,0,-48500
7131,10,2,1,7,13,0,-3
7132,10,2,1,2,12,1,-74800
7133,10,2,1,11,14,1,-1000
7134,10,2,1,-5,-5,-5,-5
7135,10,2,1,2,11,1,-3
7136,10,2,1,2,12,1,40
7137,13,2,2,2,14,0,0
7138,13,2,2,2,12,0,-3
7139,13,2,2,2,10,0,0
7140,10,2,1,2,12,0,0
7141,10,2,1,4,8,0,0
7142,10,2,1,2,14,0,-44000
7143,10,2,1,2,16,1,133400
7144,14,1,2,11,11,1,24500
7145,11,1,1,7,12,1,-3
7146,13,2,2,12,13,0,9000
7147,13,2,2,4,16,1,-3
7148,13,2,2,7,16,0,129500
7149,10,2,1,7,12,0,118812
7150,10,2,1,6,18,0,255600
7151,10,2,1,2,12,1,-3
7152,13,2,2,10,16,0,246000
7153,13,2,2,2,14,0,99000
7154,10,2,1,2,12,1,360150
7155,10,2,1,2,12,1,59700
7156,13,2,2,10,12,0,67435
7157,13,2,2,11,13,0,10000
7158,13,2,2,2,10,0,0
7159,13,2,2,-5,-5,-5,-5
7160,13,2,2,2,14,1,-3
7161,10,2,1,2,12,1,900
7162,10,2,1,2,12,0,1500
7163,13,2,2,2,13,0,72100
7164,10,2,1,1,12,0,6400
7165,10,2,1,2,-1,1,-3
7166,13,2,2,2,18,1,-11500
7167,12,3,2,-5,-5,-5,-5
7168,9,3,1,-5,-5,-5,-5
7169,12,3,2,-5,-5,-5,-5
7170,13,2,2,2,11,0,0
7171,13,2,2,2,11,0,3500
7172,13,2,2,2,7,0,4200
7173,10,2,1,2,9,0,-3
7174,13,2,2,-5,-5,-5,-5
7175,13,2,2,2,12,1,61850
7176,10,2,1,7,12,0,0
7177,13,2,2,-5,-5,-5,-5
7178,13,2,2,2,12,0,0
7179,13,2,2,2,12,0,2500
7180,13,2,2,2,12,0,120000
7181,13,2,2,2,12,0,-8000
7182,10,2,1,2,12,1,-2000
7183,13,2,2,2,12,0,17400
7184,13,2,2,2,12,0,-3
7185,10,2,1,11,15,1,202000
7186,13,2,2,2,12,0,-3
7187,10,2,1,11,12,1,0
7188,10,2,1,10,11,1,42000
7189,13,2,2,9,12,0,0
7190,10,2,1,9,16,1,-12000
7191,10,2,1,2,12,0,0
7192,13,2,2,10,12,1,0
7193,9,3,1,-5,-5,-5,-5
7194,13,2,2,12,12,0,48000
7195,10,2,1,-5,-5,-5,-5
7196,10,2,1,12,12,0,4600
7197,13,2,2,2,12,0,120000
7198,13,2,2,9,13,0,-3
7199,13,2,2,2,12,0,105000
7200,10,2,1,4,12,1,2000
7201,13,2,2,11,20,1,153120
7202,12,3,2,-5,-5,-5,-5
7203,9,3,1,-5,-5,-5,-5
7204,9,3,1,-5,-5,-5,-5
7205,9,3,1,-5,-5,-5,-5
7206,12,3,2,-5,-5,-5,-5
7207,14,1,2,7,8,0,-3
7208,11,1,1,-5,-5,-5,-5
7209,14,1,2,7,5,0,-17500
7210,11,1,1,7,6,0,-1000
7211,13,2,2,1,14,1,253000
7212,13,2,2,9,17,0,165700
7213,11,1,1,7,12,1,-92000
7214,14,1,2,11,14,1,479329
7215,13,2,2,9,16,0,149500
7216,13,2,2,9,12,1,40000
7217,13,2,2,9,10,1,0
7218,10,2,1,2,12,1,-3
7219,10,2,1,2,8,0,15600
7220,13,2,2,2,12,1,-8720
7221,10,2,1,10,12,0,0
7222,10,2,1,2,12,0,500
7223,10,2,1,-5,-5,-5,-5
7224,13,2,2,-5,-5,-5,-5
7225,10,2,1,2,16,0,-3
7226,13,2,2,12,11,1,-4694
7227,10,2,1,-5,-5,-5,-5
7228,13,2,2,10,11,1,153500
7229,10,2,1,2,14,1,-3
7230,10,2,1,-5,-5,-5,-5
7231,13,2,2,2,15,0,-3
7232,13,2,2,12,12,1,11100
7233,12,3,2,-5,-5,-5,-5
7234,11,1,1,-5,-5,-5,-5
7235,14,1,2,7,7,0,23400
7236,14,1,2,7,14,1,191000
7237,14,1,2,-5,-5,-5,-5
7238,11,1,1,-5,-5,-5,-5
7239,11,1,1,-5,-5,-5,-5
7240,11,1,1,7,15,1,285000
7241,14,1,2,7,16,1,336750
7242,11,1,1,-5,-5,-5,-5
7243,11,1,1,-5,-5,-5,-5
7244,14,1,2,11,10,0,-7000
7245,14,1,2,7,16,0,-3
7246,14,1,2,12,12,0,86000
7247,14,1,2,11,13,0,-9974
7248,10,2,1,2,14,0,768000
7249,14,1,2,7,8,0,184000
7250,10,2,1,-5,-5,-5,-5
7251,10,2,1,10,12,0,55000
7252,13,2,2,2,12,1,0
7253,13,2,2,2,10,1,0
7254,10,2,1,2,5,0,0
7255,13,2,2,2,15,1,124700
7256,13,2,2,2,12,0,0
7257,10,2,1,2,10,0,5400
7258,13,2,2,2,12,0,0
7259,13,2,2,2,11,0,9600
7260,10,2,1,11,16,1,19500
7261,10,2,1,9,16,0,504800
7262,10,2,1,-5,-5,-5,-5
7263,13,2,2,1,10,0,-10000
7264,13,2,2,-5,-5,-5,-5
7265,10,2,1,2,12,1,59250
7266,10,2,1,2,18,0,13000
7267,10,2,1,2,12,1,0
7268,10,2,1,2,15,1,-8600
7269,11,1,1,-5,-5,-5,-5
7270,9,3,1,-5,-5,-5,-5
7271,13,2,2,9,20,0,-3
7272,10,2,1,-5,-5,-5,-5
7273,10,2,1,2,14,0,0
7274,13,2,2,6,19,1,241900
7275,13,2,2,10,12,1,5200
7276,13,2,2,11,14,0,40500
7277,10,2,1,10,12,0,0
7278,13,2,2,11,12,1,-3
7279,10,2,1,2,12,1,55000
7280,10,2,1,10,12,1,0
7281,10,2,1,-5,-5,-5,-5
7282,13,2,2,2,12,1,2500
7283,13,2,2,10,12,1,0
7284,13,2,2,2,14,1,26500
7285,13,2,2,11,16,1,-3
7286,13,2,2,3,18,1,310000
7287,12,3,2,-5,-5,-5,-5
7288,12,3,2,-5,-5,-5,-5
7289,9,3,1,-5,-5,-5,-5
7290,9,3,1,-5,-5,-5,-5
7291,12,3,2,-5,-5,-5,-5
7292,11,1,1,-5,-5,-5,-5
7293,13,2,2,12,16,0,86000
7294,10,2,1,12,12,0,985
7295,13,2,2,-5,-5,-5,-5
7296,13,2,2,11,18,0,15700
7297,10,2,1,2,14,1,59500
7298,10,2,1,-5,-5,-5,-5
7299,10,2,1,-5,-5,-5,-5
7300,13,2,2,9,12,1,3000
7301,10,2,1,2,12,1,191800
7302,13,2,2,9,17,0,-3
7303,13,2,2,-5,-5,-5,-5
7304,13,2,2,2,13,0,-3
7305,14,1,2,10,12,1,131229
7306,9,3,1,-5,-5,-5,-5
7307,9,3,1,-5,-5,-5,-5
7308,12,3,2,-5,-5,-5,-5
7309,9,3,1,-5,-5,-5,-5
7310,12,3,2,-5,-5,-5,-5
7311,9,3,1,-5,-5,-5,-5
7312,12,3,2,-5,-5,-5,-5
7313,11,1,1,7,10,1,52000
7314,13,2,2,-5,-5,-5,-5
7315,11,1,1,-5,-5,-5,-5
7316,14,1,2,4,12,1,722000
7317,13,2,2,-5,-5,-5,-5
7318,10,2,1,2,12,1,6000
7319,10,2,1,-5,-5,-5,-5
7320,10,2,1,9,12,0,104600
7321,10,2,1,2,12,0,6000
7322,13,2,2,2,13,1,48000
7323,13,2,2,2,11,0,0
7324,13,2,2,2,12,1,0
7325,13,2,2,2,14,0,-33500
7326,10,2,1,2,12,0,-3
7327,12,3,2,-5,-5,-5,-5
7328,12,3,2,-5,-5,-5,-5
7329,9,3,1,-5,-5,-5,-5
7330,12,3,2,-5,-5,-5,-5
7331,12,3,2,-5,-5,-5,-5
7332,11,1,1,7,12,1,198000
7333,9,3,1,-5,-5,-5,-5
7334,9,3,1,-5,-5,-5,-5
7335,10,2,1,-5,-5,-5,-5
7336,10,2,1,2,16,-4,0
7337,13,2,2,12,18,0,122950
7338,12,3,2,-5,-5,-5,-5
7339,12,3,2,-5,-5,-5,-5
7340,11,1,1,2,20,0,525000
7341,12,3,2,-5,-5,-5,-5
7342,9,3,1,-5,-5,-5,-5
7343,9,3,1,-5,-5,-5,-5
7344,12,3,2,-5,-5,-5,-5
7345,12,3,2,-5,-5,-5,-5
7346,12,3,2,-5,-5,-5,-5
7347,9,3,1,-5,-5,-5,-5
7348,12,3,2,-5,-5,-5,-5
7349,9,3,1,-5,-5,-5,-5
7350,12,3,2,-5,-5,-5,-5
7351,12,3,2,-5,-5,-5,-5
7352,12,3,2,-5,-5,-5,-5
7353,9,3,1,-5,-5,-5,-5
7354,9,3,1,-5,-5,-5,-5
7355,12,3,2,-5,-5,-5,-5
7356,12,3,2,-5,-5,-5,-5
7357,12,3,2,-5,-5,-5,-5
7358,12,3,2,-5,-5,-5,-5
7359,12,3,2,-5,-5,-5,-5
7360,13,2,2,-5,-5,-5,-5
7361,14,1,2,2,12,1,35308
7362,9,3,1,-5,-5,-5,-5
7363,9,3,1,-5,-5,-5,-5
7364,9,3,1,-5,-5,-5,-5
7365,9,3,1,-5,-5,-5,-5
7366,9,3,1,-5,-5,-5,-5
7367,12,3,2,-5,-5,-5,-5
7368,13,2,2,2,17,1,-11800
7369,10,2,1,2,17,1,558500
7370,10,2,1,2,20,1,100000
7371,13,2,2,2,16,1,-3
7372,10,2,1,12,16,1,-3
7373,10,2,1,2,9,1,95000
7374,12,3,2,-5,-5,-5,-5
7375,12,3,2,-5,-5,-5,-5
7376,12,3,2,-5,-5,-5,-5
7377,13,2,2,2,12,1,39863
7378,13,2,2,2,12,1,98200
7379,10,2,1,2,12,0,145000
7380,10,2,1,-5,-5,-5,-5
7381,10,2,1,2,12,0,291000
7382,13,2,2,2,12,0,102183
7383,13,2,2,5,12,0,-3
7384,10,2,1,11,13,0,-3
7385,10,2,1,2,12,0,700
7386,10,2,1,3,16,1,-3
7387,10,2,1,-5,-5,-5,-5
7388,13,2,2,-5,-5,-5,-5
7389,13,2,2,2,14,1,7000
7390,13,2,2,2,10,1,-600
7391,13,2,2,2,12,1,397300
7392,13,2,2,2,12,0,108400
7393,13,2,2,12,14,0,32000
7394,13,2,2,2,12,1,189800
7395,13,2,2,7,16,0,1499750
7396,13,2,2,7,16,1,320000
7397,13,2,2,5,15,0,-22200
7398,13,2,2,-5,-5,-5,-5
7399,10,2,1,2,18,0,-3
7400,10,2,1,12,13,1,3200
7401,10,2,1,-5,-5,-5,-5
7402,10,2,1,-5,-5,-5,-5
7403,13,2,2,7,12,1,762
7404,10,2,1,2,12,0,1200
7405,13,2,2,2,12,0,0
7406,9,3,1,-5,-5,-5,-5
7407,12,3,2,-5,-5,-5,-5
7408,12,3,2,-5,-5,-5,-5
7409,12,3,2,-5,-5,-5,-5
7410,13,2,2,9,12,0,407027
7411,10,2,1,2,12,1,107500
7412,11,1,1,-5,-5,-5,-5
7413,11,1,1,9,20,0,366000
7414,12,3,2,-5,-5,-5,-5
7415,12,3,2,-5,-5,-5,-5
