"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","S2011600","S2261100","S2987800"
5172,1,7,1981,1,4,-4,4,5
5173,2,7,1983,1,4,13900,3,2
5174,1,5,1984,1,4,-4,3,7
5175,2,3,1983,1,4,4500,3,1
5176,2,11,1984,1,4,4500,3,1
5177,2,11,1981,1,2,-4,2,1
5178,1,8,1981,1,4,-4,5,3
5179,2,2,1983,1,4,2750,3,6
5180,1,12,1980,1,4,-4,5,1
5181,1,10,1983,1,4,19000,3,2
5182,2,9,1981,1,4,-4,3,1
5183,1,4,1981,1,4,-4,5,4
5184,1,7,1982,1,4,-4,3,3
5185,2,7,1982,1,4,-4,3,5
5186,2,9,1981,1,4,-4,3,4
5187,2,1,1983,1,4,12500,3,2
5188,1,1,1983,1,4,-4,3,5
5189,2,4,1980,1,4,-4,4,6
5190,2,6,1981,1,4,-4,3,7
5191,1,1,1981,1,4,-4,3,1
5192,2,9,1982,1,4,-4,3,2
5193,2,6,1983,1,4,6500,3,7
5194,2,3,1980,1,4,-4,5,7
5195,2,7,1982,1,4,-4,3,5
5196,2,10,1981,1,4,-4,3,1
5197,1,12,1981,1,4,-4,3,6
5198,2,11,1984,1,4,-4,3,2
5199,1,8,1983,1,4,28100,1,4
5200,2,9,1984,1,4,-4,1,2
5201,1,2,1981,1,4,-4,1,1
5202,2,5,1981,1,2,-4,2,7
5203,2,11,1980,1,4,-4,3,1
5204,2,12,1984,1,4,13550,3,4
5205,2,7,1981,1,4,-4,3,1
5206,2,5,1983,1,4,22500,3,6
5207,2,4,1981,1,4,-4,3,6
5208,2,2,1984,1,4,-4,3,6
5209,1,6,1981,1,4,-4,3,5
5210,2,11,1980,1,4,-4,4,1
5211,1,7,1984,1,4,4100,2,1
5212,2,2,1982,1,4,-4,3,3
5213,1,4,1984,1,4,14030,3,1
5214,1,3,1983,1,4,2500,1,1
5215,2,8,1980,1,4,-4,3,6
5216,2,7,1980,1,4,-4,3,1
5217,2,9,1984,1,4,-4,1,1
5218,1,5,1984,1,4,-4,3,4
5219,2,11,1981,1,4,-4,5,6
5220,1,1,1984,1,4,-4,3,6
5221,2,11,1983,1,4,2700,3,6
5222,1,7,1980,1,4,-4,3,6
5223,1,4,1984,1,4,-4,3,5
5224,1,1,1981,1,4,-4,3,5
5225,2,4,1983,1,4,2500,3,1
5226,1,8,1980,1,4,-4,2,4
5227,2,6,1981,1,4,-4,3,5
5228,2,3,1983,1,4,2500,2,7
5229,1,1,1981,1,4,-4,3,4
5230,2,12,1982,1,4,-4,3,1
5231,1,1,1980,1,4,-4,3,6
5232,2,5,1981,1,2,-4,3,3
5233,2,9,1984,1,4,-4,1,1
5234,1,8,1984,1,4,2000,3,2
5235,1,7,1980,1,4,-4,5,6
5236,2,2,1981,1,4,-4,5,2
5237,2,4,1981,1,4,-4,3,1
5238,1,8,1984,1,4,6500,3,2
5239,2,8,1984,1,4,8500,3,2
5240,1,8,1980,1,2,-5,-5,-5
5241,2,5,1983,1,4,500,3,2
5242,2,2,1980,1,4,-4,5,2
5243,2,12,1982,1,4,9000,3,1
5244,1,9,1982,1,4,-4,1,1
5245,1,2,1984,1,4,-4,1,1
5246,1,8,1984,1,4,26000,3,5
5247,2,12,1983,1,4,11500,3,1
5248,1,1,1983,1,4,-4,1,1
5249,1,4,1982,1,4,-4,3,3
5250,1,12,1981,1,4,-5,-5,-5
5251,2,8,1981,1,4,-4,3,5
5252,1,9,1982,1,4,-4,2,2
5253,2,12,1981,1,4,-5,-5,-5
5254,1,9,1984,1,4,-5,-5,-5
5255,1,10,1984,1,4,2500,3,1
5256,2,5,1984,1,4,-4,3,2
5257,2,1,1983,1,4,-4,1,1
5258,1,9,1982,1,4,-4,3,6
5259,1,10,1980,1,4,-4,3,1
5260,1,8,1982,1,4,-4,3,4
5261,2,5,1984,1,4,-4,3,3
5262,1,12,1982,1,4,-4,1,1
5263,2,1,1984,1,4,-4,3,6
5264,2,9,1980,1,4,-4,3,2
5265,2,8,1981,1,4,-4,3,1
5266,1,3,1984,1,4,-4,1,1
5267,2,10,1981,1,4,-4,3,3
5268,1,6,1983,1,4,12500,3,3
5269,2,5,1982,1,4,-4,3,2
5270,2,12,1980,1,4,-4,3,1
5271,1,1,1981,1,4,-4,2,1
5272,2,12,1980,1,4,-4,5,3
5273,1,3,1980,1,4,-5,-5,-5
5274,2,1,1981,1,4,-4,3,4
5275,1,9,1980,1,4,-4,5,2
5276,2,12,1980,1,4,-4,3,5
5277,1,1,1983,1,4,-4,3,2
5278,1,1,1982,1,4,-4,3,1
5279,1,9,1980,1,4,-4,5,3
5280,2,10,1982,1,4,-4,3,2
5281,2,5,1980,1,4,-4,3,7
5282,1,1,1984,1,4,-4,1,6
5283,1,9,1982,1,4,-4,1,6
5284,1,1,1980,1,4,-4,2,1
5285,2,4,1981,1,4,-4,1,1
5286,1,5,1982,1,4,-4,1,1
5287,1,9,1982,1,4,-4,1,2
5288,1,1,1984,1,4,-4,1,5
5289,2,9,1984,1,4,8750,3,5
5290,2,2,1981,1,4,-5,-5,-5
5291,2,6,1983,1,4,7500,1,1
5292,1,7,1983,1,4,-1100,1,1
5293,2,1,1983,1,4,3500,1,1
5294,2,3,1983,1,4,-2931,3,2
5295,2,1,1984,1,4,-4,3,5
5296,2,5,1980,1,4,-4,1,1
5297,2,4,1982,1,4,-5,-5,-5
5298,2,5,1981,1,4,-4,3,2
5299,2,11,1984,1,4,-4,2,3
5300,2,12,1980,1,4,-4,5,3
5301,1,3,1984,1,4,-4,3,1
5302,2,11,1982,1,4,-4,4,6
5303,2,7,1981,1,2,-4,4,1
5304,2,7,1981,1,4,-4,3,2
5305,1,5,1983,1,4,-5,-5,-5
5306,1,9,1980,1,4,-4,4,1
5307,2,8,1981,1,4,-4,4,5
5308,1,11,1982,1,3,-4,3,5
5309,1,1,1984,1,3,-4,3,4
5310,2,5,1980,1,2,-4,5,2
5311,2,3,1980,1,4,-4,5,5
5312,1,7,1984,1,4,-4,3,1
5313,1,11,1980,1,4,-4,3,1
5314,1,6,1980,1,4,-4,3,1
5315,2,8,1984,1,4,6000,3,7
5316,1,10,1981,1,4,-4,3,6
5317,2,2,1983,1,4,-5,-5,-5
5318,2,12,1983,1,2,-4,3,5
5319,2,1,1981,1,4,-4,4,3
5320,2,12,1982,1,4,5300,3,6
5321,1,12,1980,1,4,-4,3,1
5322,1,10,1983,1,4,6800,3,2
5323,1,7,1981,1,4,-4,1,2
5324,2,2,1982,1,4,-4,1,3
5325,1,7,1983,1,4,2500,2,1
5326,2,8,1984,1,4,6000,3,2
5327,1,10,1983,1,4,85300,2,7
5328,2,12,1983,1,4,-4,1,2
5329,1,11,1982,1,4,-4,3,6
5330,1,1,1984,1,4,-4,3,2
5331,1,9,1981,1,4,1900,3,-1
5332,1,7,1981,1,4,-4,2,1
5333,2,2,1983,1,4,-4,3,1
5334,2,12,1984,1,4,3635,3,1
5335,2,10,1980,1,4,-5,-5,-5
5336,1,9,1981,1,4,-4,3,1
5337,1,9,1983,1,4,6500,1,5
5338,2,2,1981,1,4,-5,-5,-5
5339,1,10,1984,1,4,-5,-5,-5
5340,2,1,1982,1,4,-4,3,5
5341,1,5,1981,1,4,-5,-5,-5
5342,1,10,1982,1,4,-4,3,1
5343,2,7,1984,1,4,2500,3,6
5344,2,5,1982,1,4,-5,-5,-5
5345,1,2,1980,1,4,-4,5,6
5346,2,9,1983,1,4,8000,3,5
5347,1,12,1982,1,4,-4,3,6
5348,1,11,1984,1,4,-4,3,2
5349,1,8,1982,1,4,-4,3,1
5350,1,7,1983,1,4,7900,3,2
5351,2,9,1983,1,4,-5,-5,-5
5352,1,3,1981,1,4,-4,3,6
5353,1,1,1982,1,4,-4,3,3
5354,1,11,1983,1,4,24000,3,3
5355,1,10,1980,1,4,-4,3,2
5356,1,8,1983,1,4,6490,3,2
5357,1,3,1982,1,4,-4,3,2
5358,2,7,1982,1,4,-4,5,6
5359,2,11,1981,1,4,-4,1,5
5360,1,6,1982,1,4,-4,4,4
5361,2,7,1984,1,4,6000,3,6
5362,1,9,1981,1,3,-4,4,5
5363,1,2,1980,1,4,-4,3,5
5364,1,7,1980,1,4,-4,3,1
5365,2,11,1983,1,4,-4,3,2
5366,1,9,1984,1,4,6500,3,6
5367,2,1,1983,1,4,218500,3,1
5368,1,8,1980,1,4,-4,3,6
5369,2,8,1984,1,4,11000,3,2
5370,1,4,1981,1,4,-5,-5,-5
5371,1,1,1982,1,4,-4,3,3
5372,2,7,1981,1,4,-4,2,2
5373,1,2,1983,1,4,16500,3,2
5374,1,6,1984,1,4,901,1,2
5375,1,2,1983,1,4,8750,3,1
5376,1,6,1984,1,3,-4,1,7
5377,1,2,1983,1,4,-5,-5,-5
5378,2,10,1984,1,4,-4,2,1
5379,1,11,1982,1,4,-4,3,1
5380,1,4,1981,1,4,-4,3,2
5381,2,12,1983,1,4,-4,3,1
5382,2,9,1983,1,4,38500,3,4
5383,1,3,1981,1,4,-4,3,1
5384,1,5,1983,1,4,8350,3,1
5385,1,6,1982,1,4,-4,3,1
5386,2,9,1980,1,4,-5,-5,-5
5387,2,9,1980,1,3,-4,2,1
5388,2,3,1984,1,4,-4,3,2
5389,2,5,1980,1,4,-4,5,3
5390,2,3,1981,1,1,-4,3,4
5391,1,9,1980,1,4,-4,3,2
5392,2,11,1984,1,4,5700,3,2
5393,1,10,1981,1,4,-4,3,1
5394,2,11,1983,1,4,-6920,3,3
5395,1,12,1981,1,4,-5,-5,-5
5396,1,3,1980,1,2,-4,2,3
5397,2,7,1982,1,2,-4,3,1
5398,2,7,1983,1,4,5800,3,2
5399,2,2,1980,1,4,-4,3,1
5400,1,1,1981,1,4,-4,3,1
5401,2,1,1983,1,4,5600,3,2
5402,2,7,1983,1,4,248009,3,2
5403,2,2,1980,1,4,-4,2,1
5404,2,7,1983,1,4,-5,-5,-5
5405,2,10,1981,1,4,-4,3,1
5406,1,3,1982,1,4,-4,3,2
5407,1,4,1983,1,4,-1500,3,2
5408,1,12,1981,1,4,-4,3,2
5409,1,12,1982,1,4,-4,3,1
5410,2,11,1984,1,4,6200,3,3
5411,2,9,1982,1,4,-4,3,1
5412,2,10,1982,1,4,-4,3,5
5413,2,1,1982,1,4,-4,3,2
5414,2,7,1981,1,4,-4,3,-1
5415,1,4,1983,1,4,3400,3,3
5416,2,1,1984,1,4,-4,3,5
5417,1,5,1980,1,3,-4,2,1
5418,2,6,1981,1,4,-4,3,2
5419,2,12,1981,1,4,-4,3,2
5420,1,10,1981,1,4,-4,3,2
5421,2,2,1982,1,4,-4,4,1
5422,2,9,1983,1,4,17000,3,2
5423,1,10,1981,1,2,-4,3,2
5424,2,11,1983,1,2,-4,3,1
5425,2,12,1980,1,4,-4,3,2
5426,1,10,1984,1,4,6500,1,5
5427,1,9,1981,1,4,-4,3,2
5428,1,12,1984,1,4,5900,3,3
5429,1,5,1981,1,4,-4,3,4
5430,2,9,1983,1,4,2220,3,6
5431,1,11,1983,1,4,-4,3,3
5432,2,9,1983,1,4,17505,3,2
5433,1,8,1981,1,4,-4,3,1
5434,1,4,1981,1,4,-4,3,4
5435,1,7,1982,1,4,-4,3,1
5436,1,3,1982,1,4,-4,1,7
5437,1,3,1984,1,4,-4,3,2
5438,1,6,1983,1,4,3100,3,3
5439,1,5,1980,1,4,-4,5,2
5440,1,7,1984,1,4,2500,3,1
5441,1,8,1980,1,4,-4,4,7
5442,1,12,1984,1,4,10600,3,6
5443,1,7,1982,1,4,-4,3,3
5444,2,3,1983,1,4,5800,3,5
5445,1,6,1981,1,3,-4,3,2
5446,2,7,1983,1,3,-3,3,7
5447,1,3,1984,1,4,-4,1,4
5448,2,5,1982,1,4,-4,3,1
5449,1,5,1983,1,4,-4,3,2
5450,1,2,1981,1,4,-4,3,1
5451,2,10,1980,1,4,-4,3,3
5452,2,10,1983,1,4,-4300,3,3
5453,1,9,1984,1,4,6000,3,2
5454,2,9,1983,1,4,-2800,3,2
5455,1,9,1980,1,2,-4,3,2
5456,2,4,1982,1,2,-4,2,1
5457,2,1,1984,1,4,-4,3,1
5458,1,7,1984,1,4,4500,1,2
5459,1,8,1982,1,4,-4,1,1
5460,2,7,1983,1,4,4700,3,3
5461,1,10,1982,1,2,-4,1,2
5462,1,8,1984,1,4,-4,1,2
5463,2,3,1983,1,4,33100,3,4
5464,1,2,1981,1,4,-4,3,2
5465,2,7,1980,1,3,-4,1,2
5466,2,2,1981,1,3,-4,1,1
5467,2,8,1983,1,3,2500,1,6
5468,2,10,1980,1,4,-4,3,3
5469,2,8,1982,1,4,-4,3,4
5470,2,9,1982,1,4,-5,-5,-5
5471,1,9,1981,1,2,-4,3,1
5472,2,12,1982,1,2,-4,1,2
5473,2,3,1981,1,4,-4,3,2
5474,1,7,1983,1,4,118500,5,3
5475,2,9,1984,1,4,-3,3,2
5476,2,6,1982,1,4,-4,4,3
5477,2,6,1984,1,4,-4,3,3
5478,2,5,1983,1,4,-50,4,6
5479,2,9,1980,1,4,-4,3,2
5480,2,5,1984,1,4,-4,3,5
5481,1,7,1980,1,4,-4,5,4
5482,2,7,1982,1,4,-4,3,5
5483,1,12,1984,1,4,27500,3,5
5484,1,12,1980,1,4,-4,3,1
5485,2,3,1983,1,4,5500,3,1
5486,1,8,1984,1,4,-4,1,3
5487,2,9,1980,1,4,-5,-5,-5
5488,1,4,1983,1,4,14500,3,1
5489,2,8,1984,1,4,2500,3,6
5490,2,5,1984,1,4,-4,3,3
5491,1,9,1982,1,4,-4,3,6
5492,1,5,1980,1,4,-5,-5,-5
5493,2,9,1981,1,4,-4,1,2
5494,1,1,1983,1,4,2619,3,2
5495,2,7,1982,1,4,-4,3,-1
5496,2,3,1981,1,4,-4,2,3
5497,1,12,1981,1,4,-4,3,1
5498,2,12,1981,1,4,-4,3,5
5499,1,3,1984,1,4,-4,1,6
5500,1,3,1984,1,4,-4,3,3
5501,2,10,1982,1,4,-4,3,1
5502,1,5,1981,1,4,-4,3,1
5503,2,4,1982,1,4,-4,3,1
5504,2,5,1984,1,4,-4,3,6
5505,2,10,1981,1,4,-4,3,3
5506,2,6,1980,1,4,-4,3,3
5507,2,6,1982,1,4,-5,-5,-5
5508,2,10,1983,1,4,-3,3,3
5509,1,5,1980,1,4,-4,3,5
5510,1,8,1984,1,4,3400,3,4
5511,1,1,1982,1,4,-4,3,1
5512,1,4,1980,1,4,-4,3,2
5513,2,9,1982,1,4,-5,-5,-5
5514,2,7,1984,1,4,-5,-5,-5
5515,1,7,1982,1,4,-4,3,2
5516,1,10,1983,1,4,2503,3,1
5517,1,12,1980,1,4,-4,1,1
5518,1,12,1980,1,4,-4,3,5
5519,1,11,1984,1,4,-4,2,1
5520,1,8,1983,1,4,500,3,1
5521,1,3,1984,1,2,-4,3,2
5522,1,3,1980,1,4,-4,3,3
5523,1,8,1983,1,4,7000,3,6
5524,1,11,1984,1,4,2500,3,2
5525,1,6,1983,1,4,56400,3,1
5526,2,9,1984,1,4,57000,3,1
5527,2,11,1982,1,2,-5,-5,-5
5528,2,2,1980,1,4,-4,3,3
5529,1,3,1984,1,4,6500,3,2
5530,2,3,1984,1,4,-4,3,1
5531,2,1,1980,1,4,-4,3,2
5532,1,11,1982,1,4,-4,3,2
5533,1,7,1984,1,4,-4,3,2
5534,2,5,1984,1,4,-4,3,3
5535,2,7,1984,1,4,-4,3,1
5536,1,2,1982,1,2,-4,3,6
5537,1,10,1983,1,2,3000,3,6
5538,1,3,1982,1,4,-4,3,2
5539,1,11,1984,1,4,13100,3,1
5540,2,12,1983,1,4,7800,3,3
5541,1,7,1980,1,4,-4,5,3
5542,1,7,1984,1,4,12300,3,3
5543,2,9,1981,1,4,-4,3,5
5544,2,12,1983,1,4,10500,3,2
5545,1,11,1983,1,4,2700,3,1
5546,1,9,1984,1,4,-3,3,6
5547,1,12,1980,1,4,-4,1,6
5548,2,1,1981,1,4,-4,2,4
5549,1,3,1982,1,4,-4,1,1
5550,1,7,1983,1,4,12500,3,1
5551,2,9,1981,1,4,-4,3,-1
5552,1,5,1983,1,4,7500,3,2
5553,1,5,1983,1,4,10000,3,1
5554,1,4,1984,1,1,-4,3,2
5555,1,3,1980,1,4,-4,3,1
5556,1,7,1981,1,4,-4,2,1
5557,1,2,1980,1,4,-4,2,1
5558,2,12,1980,1,1,-4,3,6
5560,2,9,1981,1,1,-4,3,6
5561,1,11,1981,1,4,-5,-5,-5
5562,2,2,1983,1,4,-34975,3,6
5563,2,1,1981,1,4,-4,3,2
5564,2,5,1982,1,4,-4,1,2
5565,2,8,1983,1,4,2500,1,1
5566,1,8,1984,1,4,-4,3,5
5567,2,8,1983,1,1,2500,3,6
5568,1,2,1983,1,1,2500,3,1
5569,1,5,1982,1,1,-4,3,6
5570,2,8,1983,1,4,-3,3,8
5571,2,11,1981,1,4,-4,4,3
5572,2,3,1982,1,1,-5,-5,-5
5573,2,7,1980,1,1,-4,3,4
5574,1,3,1983,1,1,7500,3,5
5575,2,3,1983,1,1,-900,3,4
5576,2,12,1983,1,1,-4,3,2
5577,1,7,1984,1,1,-4,3,4
5578,2,1,1984,1,1,-4,3,3
5579,1,11,1982,1,4,-4,3,2
5580,2,4,1982,1,4,-4,3,2
5581,1,2,1981,1,4,-4,3,2
5582,1,8,1984,1,4,-5,-5,-5
5583,2,7,1981,1,4,-4,4,6
5584,2,11,1982,1,4,-4,3,7
5585,2,8,1981,1,4,-4,3,3
5586,1,6,1982,1,4,-4,1,2
5587,2,2,1982,1,4,500,2,3
5588,1,7,1980,1,4,-5,-5,-5
5589,2,6,1983,1,1,-300,3,5
5590,2,6,1980,1,1,-4,3,4
5591,1,2,1984,1,1,2500,3,2
5592,1,10,1980,1,1,-4,3,1
5593,1,11,1982,1,1,-4,3,6
5594,2,2,1984,1,4,-4,3,3
5595,1,9,1980,1,4,-4,5,3
5596,1,9,1983,1,1,2500,3,1
5597,2,4,1980,1,1,-4,3,1
5598,1,3,1981,1,1,-4,3,1
5599,1,4,1983,1,1,-3,3,6
5600,1,5,1984,1,1,-4,1,2
5601,2,10,1980,1,1,-4,3,2
5602,1,11,1980,1,1,-4,3,2
5603,2,2,1980,1,1,-4,1,7
5604,1,8,1983,1,1,500,3,4
5605,1,12,1984,1,1,37500,3,4
5606,2,9,1983,1,4,2500,3,1
5607,1,12,1984,1,1,4350,3,6
5608,2,8,1981,1,1,-4,5,6
5609,1,12,1981,1,1,-4,3,2
5610,2,9,1983,1,1,2500,3,4
5611,1,5,1981,1,1,-4,1,2
5612,1,11,1982,1,1,-4,3,3
5613,2,11,1981,1,1,-4,3,5
5614,1,12,1982,1,4,-4,3,2
5615,2,2,1981,1,4,-4,1,3
5616,2,8,1983,1,4,4550,3,5
5617,1,1,1984,1,4,2750,3,1
5618,2,7,1980,1,4,-4,4,1
5619,1,4,1980,1,4,-5,-5,-5
5620,2,9,1983,1,4,3000,3,1
5621,2,8,1984,1,1,-4,1,5
5622,2,6,1984,1,1,-4,3,7
5623,2,3,1982,1,1,-4,3,2
5624,2,11,1980,1,1,-4,3,7
5625,2,4,1981,1,1,-4,3,3
5626,1,5,1984,1,1,-4,3,6
5627,1,12,1981,1,1,-4,1,2
5628,2,8,1982,1,1,-4,3,1
5629,1,12,1983,1,1,-4,3,3
5630,1,8,1981,1,4,-4,3,3
5631,1,3,1984,1,1,-4,1,1
5632,2,3,1983,1,1,5900,3,3
5633,2,3,1980,1,1,-4,3,7
5634,2,9,1983,1,1,9600,1,6
5635,1,12,1980,1,1,-4,3,2
5636,1,7,1980,1,1,-4,3,2
5637,2,1,1980,1,1,-4,3,6
5638,2,3,1981,1,1,-4,3,6
5639,1,7,1982,1,1,-4,3,5
5640,1,10,1983,1,1,-5,-5,-5
5641,2,1,1980,1,4,-5,-5,-5
5642,2,7,1981,1,4,-5,-5,-5
5643,1,3,1983,1,4,-4,3,1
5644,2,1,1980,1,4,-4,5,4
5645,2,5,1983,1,4,3420,1,1
5646,2,4,1983,1,4,7150,3,3
5647,2,2,1982,1,4,-4,3,5
5648,2,7,1981,1,4,-4,2,1
5649,2,7,1983,1,4,7400,3,3
5650,1,12,1984,1,4,-4,2,3
5651,1,3,1981,1,2,-5,-5,-5
5652,1,6,1982,1,2,-4,3,1
5653,2,6,1981,1,1,-4,1,3
5654,1,6,1983,1,4,10150,3,6
5655,2,7,1984,1,4,-4,2,2
5656,2,4,1981,1,4,-4,3,6
5657,1,11,1980,1,4,-4,3,6
5658,1,7,1980,1,4,-4,3,5
5659,2,8,1982,1,4,-4,3,6
5660,1,10,1981,1,1,-4,1,2
5661,2,7,1983,1,1,-3,3,6
5662,2,4,1982,1,4,-4,3,3
5663,2,9,1980,1,4,-4,1,6
5664,2,10,1983,1,4,-3,1,5
5665,2,3,1980,1,4,-4,3,3
5666,1,11,1980,1,4,-4,5,4
5667,2,8,1981,1,1,-5,-5,-5
5668,2,3,1984,1,1,-3,-5,-5
5669,1,4,1982,1,4,-4,3,6
5670,1,11,1984,1,4,2900,3,6
5671,1,10,1984,1,4,12400,3,2
5672,2,6,1982,1,4,-4,4,2
5673,1,9,1982,1,2,2500,3,2
5674,2,11,1984,1,4,-4,3,1
5675,1,7,1984,1,4,-4,2,3
5676,1,5,1980,1,4,-4,3,2
5677,2,11,1983,1,1,2725,3,4
5678,1,2,1984,1,4,-4,3,1
5679,2,12,1982,1,4,2500,3,2
5680,1,3,1981,1,4,-5,-5,-5
5681,2,10,1983,1,4,9500,3,7
5682,1,3,1981,1,4,-4,3,4
5683,2,9,1984,1,4,-4,1,1
5684,2,10,1981,1,4,-4,2,1
5685,2,3,1984,1,4,-4,2,1
5686,2,3,1984,1,4,-4,1,1
5687,1,3,1980,1,4,-4,3,7
5688,2,11,1981,1,4,-4,1,1
5689,1,6,1982,1,4,-4,1,1
5690,2,5,1983,1,4,-5,-5,-5
5691,2,10,1982,1,4,-4,3,6
5692,1,5,1980,1,4,-5,-5,-5
5693,1,8,1982,1,4,-4,3,3
5694,2,7,1984,1,4,-4,1,6
5695,2,10,1981,1,4,-5,-5,-5
5696,1,10,1982,1,4,-4,1,2
5697,2,11,1981,1,4,-4,3,6
5698,1,11,1981,1,4,-4,4,5
5699,1,6,1980,1,4,-4,3,5
5700,2,5,1984,1,4,3000,3,3
5701,1,12,1983,1,4,-4,3,1
5702,2,4,1983,1,4,8600,3,5
5703,1,9,1983,1,4,17000,4,2
5704,1,1,1983,1,4,-5,-5,-5
5705,2,8,1980,1,4,-4,5,7
5706,2,2,1982,1,4,-4,3,7
5707,2,6,1984,1,4,-4,3,1
5708,2,11,1983,1,4,11750,3,6
5709,1,4,1980,1,4,-4,1,1
5710,2,5,1982,1,4,-4,3,6
5711,2,2,1980,1,4,-5,-5,-5
5712,2,2,1983,1,4,-5,-5,-5
5713,1,10,1980,1,4,-4,3,7
5714,2,12,1983,1,4,-4,3,6
5715,1,10,1980,1,4,-4,3,2
5716,1,10,1982,1,1,-4,2,4
5717,2,6,1983,1,4,-1950,3,2
5718,2,10,1981,1,4,-4,3,2
5719,2,1,1984,1,4,-3,3,1
5720,2,1,1984,1,4,-5,-5,-5
5721,1,2,1980,1,4,-4,3,1
5722,2,9,1981,1,4,-4,3,6
5723,1,7,1982,1,4,-4,3,7
5724,1,1,1981,1,1,-4,3,2
5725,2,12,1981,1,1,-4,3,2
5726,1,7,1982,1,1,-4,2,1
5727,2,7,1984,1,1,-4,1,1
5728,2,11,1984,1,1,2500,3,6
5729,1,4,1980,1,4,-4,3,2
5730,1,5,1982,1,2,-4,3,1
5731,1,5,1982,1,4,-4,3,5
5732,2,1,1984,1,4,-4,1,4
5733,2,4,1983,1,1,-500,3,1
5734,1,11,1984,1,1,2500,3,2
5735,2,12,1981,1,4,-4,1,3
5736,1,1,1983,1,4,6750,3,4
5737,1,9,1982,1,4,2500,1,4
5738,2,6,1982,1,4,-4,3,2
5739,2,1,1984,1,4,-4,3,3
5740,2,12,1984,1,4,11640,3,2
5741,2,3,1984,1,4,-4,3,3
5742,1,6,1980,1,4,-4,1,2
5743,1,12,1981,1,4,-4,5,3
5744,1,12,1983,1,4,-4,4,6
5745,2,8,1980,1,1,-4,3,2
5746,1,3,1982,1,1,-4,3,5
5747,1,4,1981,1,4,-4,3,7
5748,2,6,1982,1,4,-5,-5,-5
5749,1,8,1984,1,4,-4,2,1
5750,1,10,1980,1,4,-4,3,2
5751,1,8,1983,1,4,44250,3,6
5752,2,8,1982,1,2,-4,3,6
5753,2,6,1984,1,4,-4,2,3
5754,1,11,1983,1,4,-9600,3,1
5755,1,12,1981,1,1,-5,-5,-5
5756,1,9,1981,1,4,-5,-5,-5
5757,2,9,1981,1,4,-5,-5,-5
5758,1,4,1980,1,4,-4,5,1
5759,1,4,1983,1,4,2500,3,1
5760,1,11,1983,1,1,-4,1,-1
5761,2,11,1984,1,1,-4,2,7
5762,2,5,1983,1,1,3100,3,2
5763,2,8,1981,1,1,-4,3,7
5764,2,4,1983,1,1,3000,3,6
5765,1,1,1980,1,1,-4,3,5
5766,1,9,1984,1,1,37500,3,6
5767,2,1,1983,1,1,-5,-5,-5
5768,2,5,1983,1,1,-3,3,6
5769,1,8,1981,1,1,-4,5,6
5770,2,9,1981,1,1,-4,3,2
5771,1,10,1980,1,1,-4,3,2
5772,2,10,1982,1,1,-4,3,3
5773,2,1,1984,1,1,-4,3,5
5774,1,1,1983,1,1,19250,1,5
5775,2,12,1980,1,4,-4,1,4
5776,1,10,1982,1,4,-5,-5,-5
5777,1,8,1984,1,4,5000,3,2
5778,2,11,1984,1,4,-4,3,2
5779,1,8,1982,1,4,-4,5,4
5780,1,10,1984,1,1,-4,1,6
5781,1,6,1980,1,1,-4,1,6
5782,1,11,1983,1,1,-4,1,5
5783,2,1,1982,1,4,-4,3,1
5784,1,11,1984,1,4,-4,3,1
5785,2,5,1980,1,4,-5,-5,-5
5786,1,10,1981,1,1,-4,3,4
5787,2,9,1981,1,1,-4,1,2
5788,2,7,1982,1,1,-4,3,2
5789,1,3,1980,1,4,-5,-5,-5
5790,1,9,1980,1,4,-4,3,1
5791,1,7,1982,1,4,-4,3,8
5792,2,2,1984,1,4,-3,1,1
5793,1,8,1981,1,4,9200,3,4
5794,1,9,1983,1,4,102500,3,7
5795,1,8,1980,1,4,-5,-5,-5
5796,2,5,1982,1,4,-4,5,5
5797,2,5,1980,1,4,-4,3,6
5798,1,9,1981,1,4,-4,4,6
5799,2,9,1980,1,4,-5,-5,-5
5800,2,1,1983,1,4,-4,2,2
5801,2,12,1984,1,4,8248,3,6
5802,1,12,1981,1,4,-4,4,7
5803,2,7,1983,1,4,18500,3,5
5804,1,11,1983,1,1,2500,3,3
5805,1,1,1984,1,1,-4,3,1
5806,1,9,1984,1,1,6850,3,6
5807,2,2,1982,1,1,-4,1,5
5808,2,3,1981,1,1,-4,3,4
5809,1,2,1982,1,1,-4,4,7
5810,2,5,1980,1,1,-4,4,2
5811,2,3,1982,1,4,-4,4,2
5813,1,7,1982,1,4,-4,3,3
5814,2,3,1980,1,1,-4,1,2
5815,1,3,1981,1,1,-4,1,1
5816,1,1,1984,1,1,-4,3,6
5817,1,11,1984,1,1,-4,1,2
5818,2,8,1980,1,1,-4,5,3
5819,2,6,1982,1,1,-4,3,2
5820,2,11,1984,1,1,-3,1,7
5821,1,7,1980,1,1,-5,-5,-5
5822,2,3,1981,1,1,-4,2,7
5823,1,11,1983,1,1,10828,1,2
5824,2,2,1983,1,1,-4,2,1
5825,1,5,1984,1,1,-5,-5,-5
5826,2,9,1984,1,1,-4,3,2
5827,2,7,1980,1,1,-5,-5,-5
5828,1,8,1982,1,1,-4,1,1
5829,1,7,1981,1,1,-4,1,1
5830,2,1,1982,1,1,-4,1,4
5831,1,6,1980,1,1,-4,4,6
